segment_id,segment_name,Dice,Accuracy,False Discovery Rate,False Negative Rate,False Omission Rate,False Positive Rate,Jaccard,Negative Predictive Value,Precision,Recall,Total Positives Reference,Total Positives Test,True Negative Rate
2,Left-Cerebral-White-Matter,0.8490323478481046,0.9955579617982583,0.11854032907605686,0.16176921276703088,0.0026015635606824686,0.0019068193515449417,0.7473306270606971,0.9973984364393175,0.8814596709239432,0.8382307872329691,112429,107440,0.9980931806484552
3,Left-Cerebral-Cortex,0.834511387035531,0.9939130722589237,0.14687887952466522,0.16310767928153722,0.0031738926140488398,0.003032331016748169,0.7242009887977809,0.9968261073859512,0.8531211204753347,0.8368923207184628,138301,137226,0.9969676689832518
4,Left-Lateral-Ventricle,0.795403967779543,0.9997641334368828,0.1907261430039638,0.21032553238105361,0.00014390037958613602,9.210470422171824e-05,0.7134505174123494,0.9998560996204139,0.8092738569960363,0.7896744676189463,4672,4298,0.9999078952957783
8,Left-Cerebellum-Cortex,0.8579756245265292,0.9990657706543884,0.13757164896104923,0.1456077051414159,0.0005558690079683047,0.00038149115927987864,0.8159186909950245,0.9994441309920317,0.8624283510389509,0.8543922948585841,26542,25282,0.99961850884072
10,Left-Thalamus-Proper*,0.8461476831726514,0.9997140436436232,0.1423282259019861,0.1634213161229608,0.00016437523260048428,0.00012184680220841403,0.795162316320553,0.9998356247673996,0.857671774098014,0.8365786838770392,6628,6321,0.9998781531977917
11,Left-Caudate,0.7858154927797284,0.9998625265751488,0.19141787528429544,0.23302330317860767,7.738236015054366e-05,6.0136962094348154e-05,0.7012414732413476,0.9999226176398495,0.8085821247157045,0.7669766968213925,2495,2371,0.9999398630379057
12,Left-Putamen,0.7724679111750374,0.9998247341931183,0.23608380059010187,0.19655988479649156,8.82854852655763e-05,8.704362952735022e-05,0.6623791153651867,0.9999117145147345,0.7639161994098982,0.8034401152035084,2799,2790,0.9999129563704725
13,Left-Pallidum,0.7624142466035906,0.9999417257810241,0.21436311057798751,0.24500034942777504,3.4985876886557186e-05,2.3295844006920864e-05,0.6472337845686404,0.9999650141231134,0.7856368894220125,0.7549996505722248,982,898,0.999976704155993
14,3rd-Ventricle,0.8769779276317535,0.9999809445519698,0.11705516140211347,0.12464259403258385,1.0387230112429007e-05,8.669843066244631e-06,0.7836018649599109,0.9999896127698875,0.8829448385978866,0.8753574059674161,573,561,0.9999913301569338
15,4th-Ventricle,0.8472866893067705,0.9999736187292896,0.1599330777530053,0.14194142747076194,1.2520215594022282e-05,1.3863670295433117e-05,0.7401950684579626,0.9999874797844059,0.8400669222469948,0.858058572529238,608,618,0.9999861363297045
16,Brain-Stem,0.9078272367621212,0.9997698251441068,0.11399475142025088,0.05322046015723776,6.553781756400522e-05,0.0001648988820927455,0.8430718734930375,0.999934462182436,0.8860052485797493,0.9467795398427622,8582,9299,0.9998351011179072
17,Left-Hippocampus,0.7920474911575052,0.9998877861225376,0.18458747978440998,0.21221076185059048,6.961582627417082e-05,4.262533359488119e-05,0.6929957501151878,0.9999303841737257,0.81541252021559,0.7877892381494095,2123,1928,0.999957374666405
18,Left-Amygdala,0.7995648388943197,0.9999626230710513,0.21281622415122697,0.1794382077639674,1.8710789352012633e-05,1.8669587226405326e-05,0.6937877065832799,0.999981289210648,0.7871837758487731,0.8205617922360326,666,666,0.9999813304127736
26,Left-Accumbens-area,0.5928172938769631,0.9999840050563409,0.4245433621949723,0.3613104077530883,7.561430741560473e-06,8.433879183566973e-06,0.4492001267978929,0.9999924385692586,0.5754566378050276,0.6386895922469117,150,156,0.9999915661208163
28,Left-VentralDC,0.7742971809342283,0.9999229473017154,0.23423467214741994,0.20224214853835015,3.6359922304883185e-05,4.070847447138481e-05,0.6861607597191763,0.999963640077695,0.7657653278525802,0.7977578514616498,1502,1534,0.9999592915255286
41,Right-Cerebral-White-Matter,0.8648222061025612,0.9954746911521788,0.14172219070683295,0.11540666900525817,0.0019750472145382684,0.0026247532270736395,0.765658549106263,0.9980249527854618,0.8582778092931671,0.8845933309947418,113328,117969,0.9973752467729262
42,Right-Cerebral-Cortex,0.8449824678612389,0.9937044871148611,0.1733250209035432,0.12606350842969644,0.0025745772587405453,0.0038524834619309556,0.7340757087689285,0.9974254227412593,0.8266749790964567,0.8739364915703037,136980,146054,0.9961475165380691
43,Right-Lateral-Ventricle,0.8122240868074165,0.9997665846100666,0.18080878635500222,0.18307618108242538,0.00012050321436749224,0.00011306326049762561,0.7166651944243865,0.9998794967856324,0.8191912136449977,0.8169238189175747,4303,4250,0.9998869367395024
47,Right-Cerebellum-Cortex,0.8778228757241869,0.999083288926015,0.12629041766379548,0.11543616393514897,0.0003852378503897783,0.0005349911541293495,0.8256024216311666,0.9996147621496103,0.8737095823362045,0.8845638360648509,26029,27110,0.9994650088458708
49,Right-Thalamus-Proper*,0.853189617618743,0.9997569876438714,0.14084273864028943,0.15237836964145635,0.0001184531235094435,0.00012476039600570755,0.8101647704248662,0.9998815468764904,0.8591572613597107,0.8476216303585437,5961,6006,0.9998752396039942
50,Right-Caudate,0.7836605901319574,0.9998703786383997,0.19471473734116557,0.22784146090634055,7.031548864679717e-05,5.9346211151078966e-05,0.6981362343226876,0.9999296845113532,0.8052852626588345,0.7721585390936594,2371,2291,0.999940653788849
51,Right-Putamen,0.8087859940182749,0.9998266868226038,0.1984957805308047,0.17856668509455523,7.174592614283595e-05,0.00010164533640135697,0.7180681862622522,0.9999282540738573,0.8015042194691953,0.8214333149054447,3164,3380,0.9998983546635987
52,Right-Pallidum,0.7448758939914976,0.9999484145756451,0.22264686759648358,0.2808924411747074,2.9098737696755514e-05,2.2492098347925982e-05,0.6362013490446279,0.9999709012623033,0.7773531324035164,0.7191075588252926,814,767,0.9999775079016521
53,Right-Hippocampus,0.8027264152961298,0.9998937271016108,0.23067041925739554,0.14497252249574202,3.134947654131102e-05,7.49506617654272e-05,0.7027051823008269,0.9999686505234587,0.7693295807426045,0.8550274775042579,1864,2179,0.9999250493382345
54,Right-Amygdala,0.7888012708532754,0.9999624153445102,0.22833256661979978,0.1919450423081463,1.4556233414432884e-05,2.303185013222686e-05,0.6981595774243696,0.9999854437665856,0.7716674333802003,0.8080549576918538,654,715,0.9999769681498677
58,Right-Accumbens-area,0.6061504457982366,0.9999820247299832,0.4059494249360884,0.35639734973610765,8.794012281471578e-06,9.181763034848966e-06,0.46312225583893046,0.9999912059877186,0.5940505750639116,0.6436026502638923,166,168,0.9999908182369651
60,Right-VentralDC,0.793523690073677,0.999919042042744,0.2245331561304039,0.18247950458133508,4.14577436911831e-05,3.951899671219561e-05,0.709644667442296,0.9999585422563086,0.7754668438695961,0.8175204954186649,1644,1630,0.9999604810032878
