reference,segment_id,segment_name,Dice,Accuracy,False Discovery Rate,False Negative Rate,False Omission Rate,False Positive Rate,Jaccard,Negative Predictive Value,Precision,Recall,Total Positives Reference,Total Positives Test,True Negative Rate
/home/feczk001/shared/data/nnUNet/labelsTs/Task512/0mo_template_19.nii.gz,2,Left-Cerebral-White-Matter,0.8953627646693065,0.997786050525742,0.08567265533098067,0.12283109121920566,0.001340288241734376,0.0008972351465864614,0.8105491432228095,0.9986597117582656,0.9143273446690193,0.8771689087807943,77977,74808,0.9991027648534135
/home/feczk001/shared/data/nnUNet/labelsTs/Task512/0mo_template_19.nii.gz,3,Left-Cerebral-Cortex,0.8753627394080092,0.9966691741568241,0.12373818589258112,0.1255344922194498,0.0017018396570887833,0.0016740953154947835,0.7783511804928396,0.9982981603429112,0.8762618141074189,0.8744655077805502,96587,96389,0.9983259046845052
/home/feczk001/shared/data/nnUNet/labelsTs/Task512/0mo_template_19.nii.gz,4,Left-Lateral-Ventricle,0.9053183202322782,0.9998148464097653,0.03414928981565424,0.14807410369185658,0.0001539972615932493,3.13300189130894e-05,0.8270151377927287,0.9998460027384067,0.9658507101843458,0.8519258963081434,7503,6618,0.9999686699810869
/home/feczk001/shared/data/nnUNet/labelsTs/Task512/0mo_template_19.nii.gz,8,Left-Cerebellum-Cortex,0.9540100953449243,0.9998183085187824,0.02360622802611756,0.06737029675827566,0.00013639337347433328,4.5653603491624395e-05,0.9120643431635389,0.9998636066265256,0.9763937719738824,0.9326297032417243,14591,13937,0.9999543463965084
/home/feczk001/shared/data/nnUNet/labelsTs/Task512/0mo_template_19.nii.gz,10,Left-Thalamus-Proper*,0.9470278265692891,0.999920648461328,0.057936361964318506,0.04795539033457252,3.575588707514765e-05,4.365509866610662e-05,0.8993854258121159,0.9999642441129248,0.9420636380356815,0.9520446096654275,5380,5437,0.9999563449013339
/home/feczk001/shared/data/nnUNet/labelsTs/Task512/0mo_template_19.nii.gz,11,Left-Caudate,0.8699490662139219,0.999946960489858,0.1448598130841121,0.11472011057360054,2.2993173797644003e-05,3.0057129322580423e-05,0.7698317307692307,0.9999770068262024,0.8551401869158879,0.8852798894263995,1447,1498,0.9999699428706774
/home/feczk001/shared/data/nnUNet/labelsTs/Task512/0mo_template_19.nii.gz,12,Left-Putamen,0.8936291240045506,0.9999482068491041,0.11691961776278803,0.0955670696603339,2.2994068776921933e-05,2.881167759460901e-05,0.8077120822622108,0.9999770059312231,0.883080382237212,0.9044329303396661,1737,1779,0.9999711883224054
/home/feczk001/shared/data/nnUNet/labelsTs/Task512/0mo_template_19.nii.gz,13,Left-Pallidum,0.8814872192099148,0.9999788118928153,0.1404833836858006,0.09538950715421302,8.30982345780064e-06,1.288016749201315e-05,0.7880886426592798,0.9999916901765422,0.8595166163141994,0.904610492845787,629,662,0.999987119832508
/home/feczk001/shared/data/nnUNet/labelsTs/Task512/0mo_template_19.nii.gz,14,3rd-Ventricle,0.8493150684931506,0.9999832433923572,0.07837837837837835,0.21247113163972287,1.2741214032729962e-05,4.01628729140846e-06,0.7380952380952381,0.9999872587859673,0.9216216216216216,0.7875288683602771,433,370,0.9999959837127086
/home/feczk001/shared/data/nnUNet/labelsTs/Task512/0mo_template_19.nii.gz,15,4th-Ventricle,0.8064516129032258,0.9999850436890461,0.1964285714285714,0.19064748201438853,7.339955727602887e-06,7.616933079268584e-06,0.6756756756756757,0.9999926600442725,0.8035714285714286,0.8093525179856115,278,280,0.9999923830669207
