segment_id,segment_name,Dice,Accuracy,False Discovery Rate,False Negative Rate,False Omission Rate,False Positive Rate,Jaccard,Negative Predictive Value,Precision,Recall,Total Positives Reference,Total Positives Test,True Negative Rate
2,Left-Cerebral-White-Matter,0.8993549908648601,0.9967941008985972,0.10186753306022048,0.09719375189049675,0.0015987475693940768,0.0016610819127525155,0.8176747055010211,0.998401252430606,0.8981324669397794,0.9028062481095033,112429,112876,0.9983389180872475
3,Left-Cerebral-Cortex,0.8841206130097777,0.9954371757388694,0.1256179935850068,0.10390659625488492,0.0021086494295378374,0.0025515829712173697,0.7934440125520107,0.9978913505704622,0.8743820064149931,0.8960934037451149,138301,141455,0.9974484170287827
4,Left-Lateral-Ventricle,0.8363292262442263,0.9997902100419995,0.16850875490252898,0.1500421667551694,9.955811353148337e-05,0.00011037011486195736,0.7621695319401931,0.9999004418864686,0.8314912450974712,0.8499578332448305,4672,4750,0.999889629885138
8,Left-Cerebellum-Cortex,0.8903559035011964,0.9991980924610221,0.10214962866415574,0.11647413648179908,0.0004295757994731062,0.0003753997588418212,0.8427381019577866,0.9995704242005269,0.8978503713358442,0.883525863518201,26542,26151,0.9996246002411583
10,Left-Thalamus-Proper*,0.8635599534130721,0.9997395940081695,0.13629398060642045,0.1350491483493726,0.00013523426226309007,0.0001254211530368199,0.8197974529025807,0.9998647657377371,0.8637060193935795,0.8649508516506274,6628,6557,0.9998745788469632
11,Left-Caudate,0.8112650463209237,0.9998761811331123,0.16658858871740073,0.20816809415632057,6.815716107471431e-05,5.5703767060077956e-05,0.7416586060957135,0.9999318428389253,0.8334114112825993,0.7918319058436796,2495,2405,0.99994429623294
12,Left-Putamen,0.8253198466809701,0.999860906308129,0.18560491472989393,0.14827172436575334,6.63455152248977e-05,7.28033972245079e-05,0.7203392669475971,0.999933654484775,0.8143950852701062,0.8517282756342466,2799,2845,0.9999271966027756
13,Left-Pallidum,0.7973007628293456,0.9999521536533835,0.18043214970012894,0.2160881631096486,2.879446162765131e-05,1.9057995426674523e-05,0.6950934899753636,0.9999712055383725,0.819567850299871,0.7839118368903514,982,912,0.9999809420045732
14,3rd-Ventricle,0.9009574669936449,0.9999843928125509,0.09223123910938971,0.10415374051259754,8.586785137026849e-06,7.021771368775909e-06,0.821356977810867,0.9999914132148631,0.9077687608906103,0.8958462594874025,573,562,0.9999929782286312
15,4th-Ventricle,0.8667167442522169,0.9999775378366971,0.12830357705811216,0.13266326500916265,1.1896882712621023e-05,1.0567400897343316e-05,0.7708278896659129,0.9999881031172873,0.8716964229418878,0.8673367349908373,608,599,0.9999894325991028
16,Brain-Stem,0.9186869536000692,0.9998006656112313,0.10098287987927516,0.04729783273292186,5.8035045475898196e-05,0.00014152590809726195,0.8598803324479292,0.9999419649545243,0.8990171201207249,0.9527021672670781,8582,9185,0.9998584740919026
17,Left-Hippocampus,0.8515321814456845,0.9999117439169358,0.13054764364120097,0.15908875200662126,5.179355026226554e-05,3.648877024430286e-05,0.7554017995452338,0.9999482064497377,0.869452356358799,0.8409112479933787,2123,2013,0.9999635112297558
18,Left-Amygdala,0.8259326736366276,0.9999669576315406,0.16119675557511765,0.1816301381588324,1.8807864455661643e-05,1.4237683937712298e-05,0.7242744075000502,0.9999811921355445,0.8388032444248823,0.8183698618411677,666,633,0.9999857623160622
26,Left-Accumbens-area,0.6214083431559889,0.9999859438373905,0.3600582859217426,0.37396426881905465,7.796828804200066e-06,6.259632656713254e-06,0.4894450698384558,0.9999922031711959,0.6399417140782574,0.6260357311809452,150,139,0.9999937403673433
28,Left-VentralDC,0.7893490605593907,0.9999262986232438,0.20175807998499584,0.20593783685800493,4.195510119328726e-05,3.176090014058719e-05,0.709256746358558,0.9999580448988066,0.7982419200150042,0.7940621631419951,1502,1429,0.9999682390998595
41,Right-Cerebral-White-Matter,0.9026954925795433,0.996855989559387,0.10016230874732739,0.09183452096890347,0.0015487846979557825,0.001648918652844844,0.8232708005082985,0.9984512153020442,0.8998376912526727,0.9081654790310963,113328,114047,0.9983510813471552
42,Right-Cerebral-Cortex,0.8836001917556295,0.9954452770739695,0.1234650217926839,0.10658248989889389,0.0021313074457967106,0.0025196444804704843,0.7929370261962868,0.9978686925542032,0.8765349782073161,0.893417510101106,136980,139743,0.9974803555195295
43,Right-Lateral-Ventricle,0.8309310118519708,0.9998009148830805,0.17562314049915043,0.15391374924912243,9.581779813724131e-05,0.00010339340555749476,0.7505824386547569,0.9999041822018627,0.8243768595008495,0.8460862507508775,4303,4358,0.9998966065944425
47,Right-Cerebellum-Cortex,0.8829658658466796,0.9992191974775905,0.1113125190288283,0.12218542679965619,0.0003978257402703373,0.0003857301514278877,0.8369681371518498,0.9996021742597296,0.8886874809711717,0.8778145732003437,26029,25943,0.9996142698485719
49,Right-Thalamus-Proper*,0.8631625091134069,0.9997795467462268,0.13880514190705515,0.13434808783330524,0.00010298104048075688,0.00011765001344700154,0.8292760741742571,0.9998970189595193,0.8611948580929448,0.8656519121666948,5961,6067,0.999882349986553
50,Right-Caudate,0.8008299634168375,0.9998892540567608,0.1587474208971936,0.22550878300172522,6.939748485525313e-05,4.137948442937134e-05,0.7260150466538742,0.9999306025151448,0.8412525791028063,0.774491216998275,2371,2168,0.9999586205155706
51,Right-Putamen,0.8253711633332443,0.9998523202777665,0.18916062353860336,0.15677635886813265,5.822017689455535e-05,8.952432503126496e-05,0.7473514842461255,0.9999417798231054,0.8108393764613966,0.8432236411318673,3164,3390,0.9999104756749688
52,Right-Pallidum,0.7782718422785735,0.9999557680951975,0.19964402955420382,0.24114174594452478,2.405739182098563e-05,2.0179124620456347e-05,0.6890213591226801,0.9999759426081791,0.8003559704457961,0.7588582540554752,814,786,0.9999798208753795
53,Right-Hippocampus,0.8398740359745887,0.9999262570779356,0.17270147602853353,0.1398759014896692,3.0391935188983085e-05,4.336927796124712e-05,0.7541238276040146,0.999969608064811,0.8272985239714664,0.8601240985103308,1864,1958,0.9999566307220388
54,Right-Amygdala,0.7993468984703653,0.9999664036940981,0.2072392448666605,0.19252338290133575,1.4694595512215144e-05,1.8904700679500674e-05,0.71534635823244,0.9999853054044877,0.7927607551333395,0.8074766170986644,654,684,0.9999810952993204
