age_months,segment_id,segment_name,Dice,Accuracy,False Discovery Rate,False Negative Rate,False Omission Rate,False Positive Rate,Jaccard,Negative Predictive Value,Precision,Recall,Total Positives Reference,Total Positives Test,True Negative Rate
0,2,Left-Cerebral-White-Matter,0.8992148031981287,0.9979741815297315,0.09540584305213423,0.10586179996327377,0.0010889143649644563,0.0009574995953476328,0.8168856048052777,0.9989110856350356,0.9045941569478657,0.8941382000367262,146029,144150,0.9990425004046524
0,3,Left-Cerebral-Cortex,0.8853905567644207,0.9971243030082126,0.1113302429678093,0.11769017960893069,0.0014918493118971493,0.0014205587224244698,0.7943579876070348,0.9985081506881028,0.8886697570321906,0.8823098203910693,181427,180406,0.9985794412775755
0,4,Left-Lateral-Ventricle,0.8928539933343065,0.999836657696573,0.04900924829475656,0.15858408362328635,0.00012958258972812703,3.388767223028166e-05,0.8066291694371942,0.9998704174102719,0.9509907517052434,0.8414159163767136,11994,10613,0.9999661123277697
0,8,Left-Cerebellum-Cortex,0.9522340650657417,0.9998218398699799,0.030719110280928552,0.06399847553883914,0.0001229936020516134,5.549717427960621e-05,0.9088334916769631,0.9998770063979483,0.9692808897190714,0.9360015244611608,27343,26370,0.9999445028257203
0,10,Left-Thalamus-Proper*,0.9381644723134703,0.9999095697124732,0.04934057449868856,0.0738047846249702,5.4740678556151786e-05,3.5755501252843214e-05,0.883605273815759,0.9999452593214438,0.9506594255013114,0.9261952153750298,10714,10440,0.9999642444987471
0,11,Left-Caudate,0.8694480190698923,0.9999498686614323,0.11864471365118623,0.1421227242886121,2.7632866732971773e-05,2.2508096560069912e-05,0.7690851439799133,0.999972367133267,0.8813552863488138,0.8578772757113879,2806,2732,0.9999774919034399
0,12,Left-Putamen,0.8907412246843269,0.9999476529116613,0.11208111628918876,0.10641830729224394,2.5417988458819777e-05,2.6941642347066974e-05,0.8031697806110338,0.9999745820115411,0.8879188837108112,0.893581692707756,3451,3473,0.9999730583576529
0,13,Left-Pallidum,0.8629750971230106,0.9999754190259786,0.167130965630769,0.1043998024294997,9.002321885269686e-06,1.5580833214068335e-05,0.7599649729537998,0.9999909976781147,0.832869034369231,0.8956001975705004,1247,1342,0.9999844191667859
0,14,3rd-Ventricle,0.8404137205633144,0.9999851821734067,0.1288212227912932,0.1798731119428738,9.417376028351406e-06,5.401126522253108e-06,0.7248212944677774,0.9999905826239717,0.8711787772087067,0.8201268880571262,694,636,0.9999945988734777
0,15,4th-Ventricle,0.8147833532673698,0.9999860823217512,0.1707499084790628,0.19915454497715696,7.616920900391598e-06,6.301279352527445e-06,0.6876681310599757,0.9999923830790995,0.8292500915209372,0.800845455022843,552,533,0.9999936987206475
0,16,Brain-Stem,0.9419710426418011,0.999900222018127,0.042163360603631295,0.07333958524822376,6.403388215411925e-05,3.582967172893747e-05,0.8903128417681248,0.9999359661178459,0.9578366393963686,0.9266604147517763,12635,12228,0.9999641703282711
0,17,Left-Hippocampus,0.8625762697103792,0.9999483453334648,0.09948254301616882,0.17167870187359846,3.3519231945393395e-05,1.814501823843573e-05,0.758363064184982,0.9999664807680546,0.9005174569838312,0.8283212981264015,2824,2602,0.9999818549817616
0,18,Left-Amygdala,0.8830783428271624,0.9999849744468658,0.12137137137137138,0.11205491652612226,7.1324044722490495e-06,7.89411304719101e-06,0.7909271179947872,0.9999928675955277,0.8786286286286287,0.8879450834738778,919,930,0.9999921058869528
0,26,Left-Accumbens-area,0.7862953392669154,0.9999925910867034,0.18250599109893872,0.23387388473595366,4.293085968075292e-06,3.1159515364032053e-06,0.6478690228690229,0.999995706914032,0.8174940089010613,0.7661261152640464,259,242,0.9999968840484637
0,28,Left-VentralDC,0.8622929638399252,0.9999750035728965,0.16816468888569774,0.10477837380011296,9.140827219835593e-06,1.5857846711986312e-05,0.7579977523542463,0.9999908591727802,0.8318353111143022,0.8952216261998871,1260,1357,0.999984142153288
0,41,Right-Cerebral-White-Matter,0.904329535863578,0.9980745134490472,0.08875105927041405,0.10237751955422553,0.0010537918262498286,0.0008913096263628573,0.825370280204551,0.9989462081737501,0.911248940729586,0.8976224804457744,146351,144027,0.9991086903736371
0,42,Right-Cerebral-Cortex,0.8906990462509011,0.9973129187074645,0.10689762373969464,0.11161392851544705,0.0013871938989087557,0.0013334707528303569,0.8029581703945452,0.9986128061010913,0.8931023762603054,0.888386071484553,177493,176724,0.9986665292471697
0,43,Right-Lateral-Ventricle,0.9074534262891163,0.9998484981094116,0.044755071934104995,0.13565955188438533,0.00012031029775606453,3.132437646252706e-05,0.8307041887311467,0.999879689702244,0.955244928065895,0.8643404481156147,12835,11551,0.9999686756235375
0,47,Right-Cerebellum-Cortex,0.9533545998845059,0.9998297334785389,0.03809447049363435,0.0548322126931714,0.00010245782370007872,6.811963223474216e-05,0.9108867984296133,0.9998975421762999,0.9619055295063657,0.9451677873068286,26496,26001,0.9999318803677653
