segment_id,segment_name,Dice,Accuracy,False Discovery Rate,False Negative Rate,False Omission Rate,False Positive Rate,Jaccard,Negative Predictive Value,Precision,Recall,Total Positives Reference,Total Positives Test,True Negative Rate
2,Left-Cerebral-White-Matter,0.8829650064247794,0.996330926105853,0.10705427504812497,0.12297059481896347,0.0020106603675678772,0.0017184468071310577,0.7908522308187084,0.9979893396324323,0.8929457249518752,0.8770294051810366,112429,110350,0.998281553192869
3,Left-Cerebral-Cortex,0.8663379100289041,0.9948664678400538,0.13260296085157003,0.12969742126574063,0.0025417904005711513,0.002697885836979552,0.7650258122869177,0.997458209599429,0.86739703914843,0.8703025787342593,138301,139402,0.9973021141630204
4,Left-Lateral-Ventricle,0.8114777710032838,0.9997633440760267,0.15740407598124112,0.20917928445774772,0.0001457520655347831,9.105264269275715e-05,0.7204652146806398,0.9998542479344652,0.8425959240187589,0.7908207155422522,4672,4277,0.9999089473573072
8,Left-Cerebellum-Cortex,0.8822904926553088,0.9991271469230438,0.10933053972806701,0.12526040048314474,0.0004795452128050111,0.00039669336227111663,0.8286506082291394,0.999520454787195,0.8906694602719331,0.8747395995168553,26542,25944,0.999603306637729
10,Left-Thalamus-Proper*,0.8478462240664063,0.9997122156500622,0.13912275468306454,0.16247122191883046,0.00016411655846962605,0.00012393913380854827,0.7923273698927844,0.9998358834415303,0.8608772453169354,0.8375287780811697,6628,6338,0.9998760608661914
11,Left-Caudate,0.7797634928017824,0.9998609063081287,0.1934880717191608,0.2420014974782926,7.893295998750942e-05,6.0206564189169144e-05,0.6932498337345594,0.9999210670400125,0.8065119282808393,0.7579985025217073,2495,2360,0.999939793435811
12,Left-Putamen,0.7968677667601718,0.9998313537455589,0.22911679796708118,0.15761066877583638,6.920297160541158e-05,9.951287923812835e-05,0.6815261153837716,0.9999307970283946,0.7708832020329188,0.8423893312241637,2799,3018,0.999900487120762
13,Left-Pallidum,0.7656095150773012,0.9999402716952368,0.2237808827790157,0.22695267948983044,3.318557071753051e-05,2.6550608873388003e-05,0.6496499548923442,0.9999668144292823,0.7762191172209844,0.7730473205101696,982,934,0.9999734493911265
14,3rd-Ventricle,0.8813537955196263,0.999981540034721,0.0966976714852306,0.13688444148697826,1.0927328993989197e-05,7.5342397533151305e-06,0.7901121340918194,0.9999890726710061,0.9033023285147694,0.8631155585130218,573,549,0.9999924657602467
15,4th-Ventricle,0.8440387607931834,0.9999735494871095,0.1528698410136557,0.15277091343638277,1.3406543265970358e-05,1.3046530997740114e-05,0.7359553606113308,0.999986593456734,0.8471301589863443,0.8472290865636172,608,606,0.9999869534690022
16,Brain-Stem,0.9066066167978862,0.99976805254429,0.11041368375286556,0.05963596228447328,7.324604690650216e-05,0.00015896514450485232,0.8410951485141831,0.9999267539530935,0.8895863162471344,0.9403640377155267,8582,9201,0.9998410348554951
17,Left-Hippocampus,0.8295267721829918,0.9998976185121462,0.15585170037803595,0.175344605327381,5.5409403623310404e-05,4.700305846394581e-05,0.7197165817418798,0.9999445905963767,0.844148299621964,0.8246553946726192,2123,2062,0.9999529969415359
18,Left-Amygdala,0.8174457562312746,0.9999644095193043,0.19528496769668652,0.16423813231086642,1.7159867105640297e-05,1.8434144858203717e-05,0.7125742597259918,0.9999828401328943,0.8047150323033134,0.8357618676891336,666,675,0.9999815658551418
26,Left-Accumbens-area,0.5868610165440312,0.9999830633626884,0.4433824089001126,0.3440081831313243,7.159827072124902e-06,9.77720488435363e-06,0.4463471601336516,0.9999928401729278,0.5566175910998874,0.6559918168686757,150,169,0.9999902227951157
28,Left-VentralDC,0.7649769616508378,0.9999165493242514,0.2485373793788209,0.1993466758063544,3.6900515855542326e-05,4.656694090169333e-05,0.6763800153109998,0.9999630994841446,0.751462620621179,0.8006533241936455,1502,1572,0.9999534330590982
41,Right-Cerebral-White-Matter,0.8849985875706515,0.9962921366364255,0.12062588032507526,0.10340933963470063,0.00175975785537225,0.00200990563157043,0.7941562589479481,0.9982402421446279,0.8793741196749248,0.8965906603652994,113328,115119,0.9979900943684296
42,Right-Cerebral-Cortex,0.8645516772472532,0.9946828791230949,0.15563549935009804,0.11031487639762713,0.0022038854551969583,0.003224339082359162,0.7621403151891181,0.9977961145448029,0.844364500649902,0.8896851236023731,136980,144232,0.9967756609176408
43,Right-Lateral-Ventricle,0.8060512967366404,0.9997750183076326,0.16934984038868248,0.20863373136445293,0.00013583114626318705,8.92874643900865e-05,0.7109299603252469,0.9998641688537369,0.8306501596113176,0.7913662686355472,4303,3967,0.9999107125356099
47,Right-Cerebellum-Cortex,0.8742220476370275,0.999137934854741,0.1263352890440636,0.12438902602884547,0.0004227775637857632,0.00044243926122233823,0.8201439715020428,0.9995772224362142,0.8736647109559363,0.8756109739711546,26029,26172,0.9995575607387777
49,Right-Thalamus-Proper*,0.8516754119865559,0.9997593695748751,0.14582375607096115,0.15026060090203397,0.0001168694491555928,0.0001239567754646842,0.8083592821293489,0.9998831305508442,0.8541762439290388,0.849739399097966,5961,6012,0.9998760432245353
50,Right-Caudate,0.7816308147720374,0.9998701016696783,0.2030785261760543,0.22337535959860078,6.874982334999742e-05,6.118815643775255e-05,0.6964419281806361,0.99993125017665,0.7969214738239458,0.7766246404013992,2371,2316,0.9999388118435624
51,Right-Putamen,0.8078695293091892,0.9998386518713669,0.19954784180046356,0.1820023810635925,7.272614055608872e-05,8.869344263637836e-05,0.7173555611988673,0.9999272738594438,0.8004521581995364,0.8179976189364074,3164,3279,0.9999113065573635
52,Right-Pallidum,0.7409350987864705,0.9999463511586709,0.23916028226951785,0.27449707693030073,2.866951426433671e-05,2.498508979930092e-05,0.631619029042999,0.9999713304857357,0.7608397177304822,0.7255029230696992,814,788,0.9999750149102006
53,Right-Hippocampus,0.8115829706791196,0.9999077971126565,0.22316343351512374,0.14292213135618007,3.022648609505555e-05,6.200075493177915e-05,0.7112212226792418,0.9999697735139049,0.7768365664848762,0.85707786864382,1864,2093,0.9999379992450683
54,Right-Amygdala,0.783607494954128,0.9999625676773072,0.2380160881446285,0.19237630695666447,1.4763921557260784e-05,2.267184285239532e-05,0.6900184177007704,0.9999852360784427,0.7619839118553714,0.8076236930433355,654,711,0.9999773281571477
58,Right-Accumbens-area,0.5918632749030839,0.9999814292472322,0.4208935204725689,0.36412269681111725,9.1402290150524e-06,9.431031314866e-06,0.4488144243965199,0.9999908597709849,0.5791064795274312,0.6358773031888829,166,168,0.9999905689686852
60,Right-VentralDC,0.786632542042254,0.9999163831430188,0.22884714891303312,0.1878520604111496,4.32445656746551e-05,4.039111924186711e-05,0.7005500627146773,0.9999567554343253,0.771152851086967,0.8121479395888503,1644,1624,0.9999596088807582
