segment_id,segment_name,Dice,Accuracy,False Discovery Rate,False Negative Rate,False Omission Rate,False Positive Rate,Jaccard,Negative Predictive Value,Precision,Recall,Total Positives Reference,Total Positives Test,True Negative Rate
17,Left-Hippocampus,0.6254428084946777,0.9998452091058452,0.4052240711555243,0.32081534277776896,7.285789792926337e-05,8.196665077978005e-05,0.5432006971516016,0.9999271421020707,0.5947759288444757,0.6791846572222311,2086,2152,0.9999180333492201
18,Left-Amygdala,0.6666446359393949,0.9999554426569499,0.33373389624953953,0.33212061831280776,2.2401453233028044e-05,2.2159248052683322e-05,0.6005655532877295,0.9999775985467669,0.6662661037504605,0.6678793816871922,678,676,0.9999778407519473
26,Left-Accumbens-area,0.4573245132538599,0.9999830356658161,0.5929206287457685,0.4540779258521195,6.8205207158426225e-06,1.014420852152309e-05,0.3396910569105691,0.9999931794792841,0.4070793712542315,0.5459220741478806,139,163,0.9999898557914785
28,Left-VentralDC,0.6952118938895422,0.9999102967553669,0.31184532894114225,0.29752888301364655,4.383834947261885e-05,4.588231408458876e-05,0.647917207241777,0.9999561616505274,0.6881546710588577,0.7024711169863534,1791,1806,0.9999541176859155
41,Right-Cerebral-White-Matter,,1.0,,,0.0,0.0,,1.0,,,0,0,1.0
42,Right-Cerebral-Cortex,0.7476317148990446,0.9895245582625862,0.26708325495794405,0.23273697145158143,0.004520875995274231,0.006184507304443837,0.6386341178018605,0.9954791240047258,0.732916745042056,0.7672630285484185,163849,175720,0.9938154926955561
43,Right-Lateral-Ventricle,0.7206221596101454,0.9996555547738883,0.2887180806351264,0.2664364302222912,0.00018218508022416752,0.00016247717009612583,0.6505714834172228,0.9998178149197758,0.7112819193648736,0.7335635697777088,4345,4203,0.9998375228299039
47,Right-Cerebellum-Cortex,0.7860800559752563,0.9988274875391773,0.22298814375793072,0.20361954337689614,0.0005148934072166391,0.0006610526327877619,0.7366582582716467,0.9994851065927833,0.7770118562420693,0.7963804566231039,29084,30139,0.9993389473672123
49,Right-Thalamus-Proper*,0.726794461111764,0.9995486794685302,0.2795106049898798,0.2667399283340759,0.00021458961479520585,0.00023710403148993753,0.7037145755159863,0.9997854103852047,0.7204893950101202,0.7332600716659242,6329,6491,0.9997628959685101
50,Right-Caudate,0.6969553959298717,0.9998446205473124,0.32393777105817756,0.28048368368098026,7.535247915229947e-05,8.006973923421756e-05,0.6510970379514097,0.9999246475208476,0.6760622289418224,0.7195163163190197,2624,2658,0.9999199302607658
51,Right-Putamen,0.7385334196489766,0.9997735434491912,0.28650689810813706,0.21307713063999908,7.824591527846972e-05,0.00014830306289309592,0.6354719260092339,0.9999217540847214,0.7134931018918629,0.7869228693600009,3261,3767,0.999851696937107
52,Right-Pallidum,0.6590286225110968,0.9999333544014208,0.33509594583652597,0.34105386079913647,3.5005745241367174e-05,3.1646721335626404e-05,0.5836189786044823,0.9999649942547586,0.6649040541634741,0.6589461392008635,883,858,0.9999683532786643
53,Right-Hippocampus,0.7494932900173796,0.9998697554587765,0.26870520562855316,0.22938837254440345,5.319344695213569e-05,7.70865325344372e-05,0.6651597946850426,0.9999468065530479,0.7312947943714468,0.7706116274555965,2229,2402,0.9999229134674655
54,Right-Amygdala,0.686882207275473,0.9999467873844071,0.32466639466040537,0.3006325374683969,2.447941262752469e-05,2.8738074777767686e-05,0.6059317526432861,0.9999755205873724,0.6753336053395946,0.6993674625316031,749,780,0.9999712619252223
58,Right-Accumbens-area,0.5380759362062798,0.9999831049079966,0.49814865574622086,0.41054808470855353,7.651470521170859e-06,9.244083748027876e-06,0.4227639131324418,0.9999923485294788,0.5018513442537791,0.5894519152914465,160,172,0.999990755916252
60,Right-VentralDC,0.6999786819838194,0.9999100544077356,0.3138754291996083,0.2844821663170201,4.235022279730922e-05,4.761356888619006e-05,0.6472089892031866,0.9999576497772027,0.6861245708003918,0.7155178336829799,1857,1895,0.9999523864311138
