reference,segment_id,segment_name,Dice,Accuracy,False Discovery Rate,False Negative Rate,False Omission Rate,False Positive Rate,Jaccard,Negative Predictive Value,Precision,Recall,Total Positives Reference,Total Positives Test,True Negative Rate
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/6mo_Template04_acpc_dc_restore.nii.gz,49,Right-Thalamus-Proper*,0.9688341669873028,0.9999439138339229,0.0318363580436789,0.030494378561527813,2.744461524174132e-05,2.86920619598785e-05,0.9395522388059702,0.9999725553847583,0.9681636419563211,0.9695056214384722,6493,6502,0.9999713079380401
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/6mo_Template04_acpc_dc_restore.nii.gz,50,Right-Caudate,0.9217202970297029,0.9999299269134938,0.12304974977921701,0.02869253342028044,1.2192359408587438e-05,5.791105941910235e-05,0.8548063127690101,0.9999878076405914,0.876950250220783,0.9713074665797196,3067,3397,0.9999420889405809
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/6mo_Template04_acpc_dc_restore.nii.gz,51,Right-Putamen,0.7975322490185082,0.9998000285831721,0.32026768642447423,0.035278154681139706,1.441072335180123e-05,0.00018564483317184965,0.6632462686567164,0.9999855892766482,0.6797323135755258,0.9647218453188603,2948,4184,0.9998143551668282
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/6mo_Template04_acpc_dc_restore.nii.gz,52,Right-Pallidum,0.8791097622660596,0.9999669022377965,0.06959314775160597,0.16682646212847552,2.4099395880776132e-05,9.00278379922792e-06,0.7842960288808665,0.9999759006041192,0.930406852248394,0.8331735378715245,1043,934,0.9999909972162008
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/6mo_Template04_acpc_dc_restore.nii.gz,53,Right-Hippocampus,0.9127493495229835,0.9999303423665759,0.09150552486187846,0.08295573370512377,3.2972501487918766e-05,3.6712942060201925e-05,0.8395022335673261,0.9999670274985121,0.9084944751381215,0.9170442662948762,2869,2896,0.9999632870579398
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/6mo_Template04_acpc_dc_restore.nii.gz,54,Right-Amygdala,0.872093023255814,0.9999664867847144,0.11858974358974361,0.13702928870292885,1.814380307408655e-05,1.537379938931771e-05,0.7731958762886598,0.9999818561969259,0.8814102564102564,0.8629707112970711,956,936,0.9999846262006107
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/6mo_Template04_acpc_dc_restore.nii.gz,58,Right-Accumbens-area,0.73558648111332,0.999981581580029,0.23553719008264462,0.29118773946360155,1.0525164144089497e-05,7.893893879229452e-06,0.5817610062893082,0.9999894748358559,0.7644628099173554,0.7088122605363985,261,242,0.9999921061061208
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/6mo_Template04_acpc_dc_restore.nii.gz,60,Right-VentralDC,0.9197485207100592,0.9999398977874631,0.07443245254931152,0.08599779492833515,3.241740315820316e-05,2.7707312694080777e-05,0.8514207463197535,0.9999675825968418,0.9255675474506885,0.9140022050716649,2721,2687,0.9999722926873059
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,2,Left-Cerebral-White-Matter,,1.0,,,0.0,0.0,,1.0,,,0,0,1.0
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,3,Left-Cerebral-Cortex,0.8591882564613125,0.9912644065280419,0.18202683690861254,0.09522287154268194,0.0028993270452072565,0.006110727361478774,0.7531376332051016,0.9971006729547928,0.8179731630913875,0.9047771284573181,212701,235273,0.9938892726385212
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,4,Left-Lateral-Ventricle,0.9391002459134963,0.999941698084152,0.05831157528285469,0.06347374495095215,3.04811096786529e-05,2.7848723517021057e-05,0.8851922552495227,0.9999695188903214,0.9416884247171453,0.9365262550490479,3466,3447,0.999972151276483
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,8,Left-Cerebellum-Cortex,0.9662932988022014,0.9996395252091391,0.038797434113919116,0.02856175796709015,0.0001527383961633006,0.00020967267672644674,0.9347847872926792,0.9998472616038367,0.9612025658860809,0.9714382420329098,38408,38817,0.9997903273232736
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,10,Left-Thalamus-Proper*,0.9734539089848308,0.9999495916927109,0.027822286962855047,0.025266540090550627,2.3980592631138147e-05,2.647561713486901e-05,0.9482807615799943,0.9999760194073689,0.972177713037145,0.9747334599094494,6847,6865,0.9999735243828651
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,11,Left-Caudate,0.9509359047078842,0.9999520844112033,0.049872485123264365,0.048254328697133086,2.3553852350321155e-05,2.4385144514527113e-05,0.9064612057312788,0.9999764461476497,0.9501275148767356,0.9517456713028669,3523,3529,0.9999756148554855
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,12,Left-Putamen,0.9466378427579929,0.9999350508348391,0.07101384546672618,0.035026675945256325,2.0924114196332486e-05,4.406433337245108e-05,0.8986822207820263,0.9999790758858037,0.9289861545332738,0.9649733240547437,4311,4478,0.9999559356666275
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,13,Left-Pallidum,0.9138220481253497,0.9999573468169093,0.04781341107871717,0.12157073695535237,3.1304900449723984e-05,1.1358641772374334e-05,0.8413189077794951,0.9999686950995503,0.9521865889212828,0.8784292630446476,1859,1715,0.9999886413582276
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,14,3rd-Ventricle,0.9085768143261075,0.9999865670170136,0.08712121212121215,0.0956848030018762,7.0632188556366705e-06,6.370750830431149e-06,0.8324697754749568,0.9999929367811443,0.9128787878787878,0.9043151969981238,533,528,0.9999936292491696
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,15,4th-Ventricle,0.9361702127659575,0.999984212782882,0.07624309392265194,0.05107832009080593,6.232577349401195e-06,9.556586835879344e-06,0.88,0.9999937674226506,0.9237569060773481,0.9489216799091941,881,905,0.9999904434131641
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,16,Brain-Stem,0.9681575707837505,0.9998925361361091,0.022537078465490135,0.040972278676530416,6.991296806489366e-05,3.7732022459935344e-05,0.9382804422174501,0.9999300870319351,0.9774629215345099,0.9590277213234696,12301,12069,0.9999622679775401
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,17,Left-Hippocampus,0.9279971413257102,0.9999441908026443,0.09290953545232272,0.050109729334308684,1.897988257132799e-05,3.6850792250464615e-05,0.8656666666666667,0.9999810201174286,0.9070904645476773,0.9498902706656913,2734,2863,0.9999631492077495
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,18,Left-Amygdala,0.9212121212121213,0.9999801967364221,0.07929515418502198,0.0782800441014333,9.833626126088694e-06,9.972126521318181e-06,0.8539325842696629,0.999990166373874,0.920704845814978,0.9217199558985667,907,908,0.9999900278734787
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,26,Left-Accumbens-area,0.6749116607773852,0.9999745188776341,0.37785016286644946,0.2625482625482626,9.417336901765405e-06,1.6064762041412273e-05,0.5093333333333333,0.9999905826630983,0.6221498371335505,0.7374517374517374,259,307,0.9999839352379586
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,28,Left-VentralDC,0.9237273207680112,0.9999400362718237,0.09053069719042661,0.06156048675733716,2.382882370535715e-05,3.615840874182652e-05,0.858265139116203,0.9999761711762947,0.9094693028095734,0.9384395132426628,2794,2883,0.9999638415912582
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,41,Right-Cerebral-White-Matter,,1.0,,,0.0,0.0,,1.0,,,0,0,1.0
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,42,Right-Cerebral-Cortex,0.8586593101478,0.9912303393753137,0.17504320863229128,0.10476713501840673,0.003221443586241913,0.0058255836110054915,0.7523251539021127,0.9967785564137581,0.8249567913677087,0.8952328649815933,214867,233171,0.9941744163889945
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,43,Right-Lateral-Ventricle,0.8815931108719053,0.9999086003219484,0.17356205852674067,0.05536332179930792,1.99499616171051e-05,7.148367837828129e-05,0.7882579403272377,0.9999800500383829,0.8264379414732593,0.9446366782006921,2601,2973,0.9999285163216217
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,47,Right-Cerebellum-Cortex,0.9699284483079327,0.9996641754253409,0.03094878211958274,0.02919273160560021,0.00016377290435787723,0.00017393731126613687,0.9416126935208148,0.9998362270956421,0.9690512178804173,0.9708072683943998,40284,40357,0.9998260626887339
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,49,Right-Thalamus-Proper*,0.9715144682450206,0.9999475144273007,0.0401009950987673,0.016585514303104065,1.5108883066809402e-05,3.742483844948463e-05,0.9446068401052324,0.9999848911169332,0.9598990049012327,0.9834144856968959,6572,6733,0.9999625751615505
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,50,Right-Caudate,0.9462678665960825,0.9999437753495622,0.07932011331444755,0.026681187040566323,1.357876912337545e-05,4.267488980391754e-05,0.8980155739763879,0.9999864212308767,0.9206798866855525,0.9733188129594337,3673,3883,0.9999573251101961
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,51,Right-Putamen,0.942200257842716,0.9999254954139519,0.07235032790353291,0.04278541803099756,2.7160714520797002e-05,4.7391716509914694e-05,0.8907170424537884,0.9999728392854792,0.9276496720964671,0.9572145819690024,4581,4727,0.9999526082834901
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,52,Right-Pallidum,0.8985158443642198,0.9999649634567469,0.05882352941176472,0.14044512663085185,2.5346815068806215e-05,9.695654781483043e-06,0.8157319737800437,0.9999746531849312,0.9411764705882353,0.8595548733691482,1303,1190,0.9999903043452185
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,53,Right-Hippocampus,0.915370148743375,0.9999314502414614,0.12344466273739363,0.04221824686940967,1.634806866964682e-05,5.222881986277628e-05,0.8439470365699874,0.9999836519313303,0.8765553372626064,0.9577817531305903,2795,3054,0.9999477711801372
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,54,Right-Amygdala,0.8731808731808732,0.999966209815993,0.1523713420787084,0.09967845659163987,1.2880813280700206e-05,2.091384065505686e-05,0.7749077490774908,0.9999871191867193,0.8476286579212916,0.9003215434083601,933,991,0.9999790861593449
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,58,Right-Accumbens-area,0.6265938069216758,0.9999716107060598,0.43790849673202614,0.29218106995884774,9.832806285683738e-06,1.8557528824070246e-05,0.4562334217506631,0.9999901671937144,0.5620915032679739,0.7078189300411523,243,306,0.9999814424711759
/home/feczk001/shared/data/nnUNet/segmentations/inferred/Task504_AllAgesWithSkull/gt/8mo_Template09_acpc_dc_restore.nii.gz,60,Right-VentralDC,0.9394994198574507,0.9999494532083503,0.0705149229255494,0.050268096514745286,2.0781428828524533e-05,2.978644641871142e-05,0.885901844326352,0.9999792185711714,0.9294850770744506,0.9497319034852547,2984,3049,0.9999702135535813
